beam_id,origin_geometry,origin_1,origin_2,origin_3,target_geometry,target_1,target_2,target_3,width_x_m,width_y_m,rotation_pi,supergaussian_index,omega_rad_s,peak_intensity_w_m2
17-near-normal,spherical,3.3,-0.1,0.119,cartesian,0,0,0,2.5e-5,2.5e-5,0,5.2,5.36e15,1.7e18
